          Index           Name          S[cm]     Beta1x[cm]         Alfa1x     Beta1y[cm]         Alfa1y    Nu1 [2*PI]      Beta2x[cm]         Alfa2x     Beta2y[cm]         Alfa2y     Nu2 [2*PI]              U        Dx [cm]            Dxp         Dy[cm]            Dyp      Q1 [2*PI]      Q2 [2*PI]        m56[m] 
            321    YI6_DH16_E1          24796         1245.9      -0.744642        199.125       0.101528      -0.444394        67.3646     -0.0402654        3664.55         1.8701     -0.0557504      0.0514315        100.837      0.0442379        2.83924    -0.00116382        1.57345        2.09707       -0.34315
            322              D        25740.1        3689.56        -1.8429        65.3613      0.0401391      -0.445792        199.695      -0.099857        1202.19        0.73774     -0.0543348      0.0514315        160.881      0.0829527        1.73995    -0.00116495        1.64202        2.16721      -0.391756
            323    YI6_DH16_E2        25740.1        3689.56        -1.8429        65.3613      0.0401391      -0.445792        199.695      -0.099857        1202.19        0.73774     -0.0543348      0.0514315        160.881      0.0829527        1.73995    -0.00116495        1.64202        2.16721      -0.391756
            324       DRIFT_73        25802.1        3922.63       -1.91511         60.633      0.0361004      -0.451399        212.325      -0.103775         1115.3       0.663244     -0.0487108      0.0514315        166.025      0.0829527         1.6677    -0.00116495        1.64448         2.1753      -0.391756
            325       DRIFT_73        25864.2        4164.66       -1.98733        56.4056      0.0320617      -0.457767         225.44      -0.107694        1037.65       0.588748     -0.0423235      0.0514315         171.17      0.0829527        1.59545    -0.00116495         1.6468        2.18401      -0.391756
            326           SFMI        25939.2         4469.3       -2.07465        51.9627      0.0271776      -0.466492        241.949      -0.112432        956.097       0.498659     -0.0335748      0.0514315        177.392      0.0829527        1.50808    -0.00116495        1.64942        2.19539      -0.391756
            327       DRIFT_75        25952.3        4523.88       -2.08991        51.2616      0.0263242      -0.468131        244.907       -0.11326        943.234       0.482918     -0.0319321      0.0514315        178.479      0.0829527        1.49281    -0.00116495        1.64986        2.19747      -0.391756
            328             QF        26063.3        4524.57        2.08391        51.2539     -0.0262527      -0.482557        244.971       0.112704        943.476      -0.485177     -0.0174726      0.0514315          178.5     -0.0825689        1.43812    0.000171125         1.6535        2.21558      -0.391756
            329       DRIFT_76          26134        4235.64        2.00197        55.2921     -0.0308531         -0.491        229.344       0.108274        1018.11      -0.570259    -0.00901354      0.0514315        172.661     -0.0825689        1.45022    0.000171125        1.65594        2.22648      -0.391756
            330       DRIFT_76        26204.7         3958.3        1.92004        59.9809     -0.0354536      -0.498451        214.345       0.103844        1104.78      -0.655342    -0.00155151      0.0514315        166.822     -0.0825689        1.46232    0.000171125        1.65855        2.23655      -0.391756
            331       DRIFT_76        26275.4        3692.54         1.8381        65.3204      -0.040054       0.495089        199.971      0.0994136        1203.48      -0.740425      0.0049162      0.0514315        160.984     -0.0825689        1.47442    0.000171125        1.66134        2.24582      -0.391756
            332    YI6_DH17_E1        26275.4        3692.54         1.8381        65.3204      -0.040054       0.495089        199.971      0.0994136        1203.48      -0.740425      0.0049162      0.0514315        160.984     -0.0825689        1.47442    0.000171125        1.66134        2.24582      -0.391756
            333              D        27219.5        1249.25       0.747251        199.148      -0.101779       0.493493        67.8113      0.0404307        3677.87       -1.88198     0.00649906      0.0514315        101.192     -0.0440671        1.63721    0.000173782        1.72975        2.31581      -0.440473
            334    YI6_DH17_E2        27219.5        1249.25       0.747251        199.148      -0.101779       0.493493        67.8113      0.0404307        3677.87       -1.88198     0.00649906      0.0514315        101.192     -0.0440671        1.63721    0.000173782        1.72975        2.31581      -0.440473
            335       DRIFT_78        27281.5        1161.05        0.67486        212.024      -0.105828         0.4988         63.039      0.0365164        3915.96       -1.95688     0.00119862      0.0514315        98.4587     -0.0440671        1.64798    0.000173782        1.73753        2.31828      -0.440473
            336       DRIFT_78        27343.5        1081.83       0.602469        225.402      -0.109878      -0.495164        58.7524      0.0326021        4163.33       -2.03178    -0.00482804      0.0514315        95.7257     -0.0440671        1.65876    0.000173782        1.74589         2.3206      -0.440473
            337           SDPI        27418.5        998.026       0.514926        242.251      -0.114776      -0.486886        54.2171      0.0278686        4474.89       -2.12235     -0.0130907      0.0514315        92.4207     -0.0440671        1.67179    0.000173782         1.7568        2.32322      -0.440473
            338       DRIFT_80        27431.6         984.73        0.49963         245.27      -0.115631      -0.485331        53.4975      0.0270415        4530.72       -2.13818     -0.0146432      0.0514315        91.8432     -0.0440671        1.67407    0.000173782        1.75879        2.32366      -0.440473
            339             QD        27542.6        987.574      -0.526137         245.16        0.11659      -0.471647        53.6724      -0.028672        4529.16         2.1518     -0.0282956      0.0514315        91.7173      0.0417786        1.60613    -0.00138728        1.77612         2.3273      -0.440473
            340       DRIFT_81        27613.3        1067.94      -0.610387        229.002       0.111906      -0.463687        58.0505     -0.0332403        4230.94        2.06546     -0.0362341      0.0514315        94.6716      0.0417786        1.50803    -0.00138728        1.78652        2.32974      -0.440473
            341       DRIFT_81          27684        1160.23      -0.694637        213.506       0.107222      -0.456708        63.0747     -0.0378085        3944.93        1.97911     -0.0431925      0.0514315         97.626      0.0417786        1.40993    -0.00138728        1.79612        2.33235      -0.440473
            342       DRIFT_81        27754.8        1264.43      -0.778887        198.673       0.102538        -0.4507        68.7449     -0.0423767        3671.13        1.89277      -0.049182      0.0514315         100.58      0.0417786        1.31183    -0.00138728        1.80493        2.33516      -0.440473
            343    YI6_DH18_E1        27754.8        1264.43      -0.778887        198.673       0.102538        -0.4507        68.7449     -0.0423767        3671.13        1.89277      -0.049182      0.0514315         100.58      0.0417786        1.31183    -0.00138728        1.80493        2.33516      -0.440473
